Region,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
Gambia,74987.0,75698.0,78626.0,81123.0,89350.0,96200.0,88139.0,95340.0,89876.0,92310.0,98316.0,88019.0,103649.0,97470.0,94930.0,93883.0,73023.0,93019.0,58767.0,60008.0,86991.0,107448.0,84387.0,83906.0,73625.0,88348.0,91525.0,83677.0,98970.0,70681.0,79049.0,63188.0,74092.0,76496.0,73134.0,59471.0,75074.0,73303.0,105200.0,117348.0,125744.0,78358.0,98613.0,123348.0,105977.0,112128.0,81112.0
Lesotho,72080.0,73475.0,72953.0,67532.0,70677.0,74883.0,77491.0,78683.0,84390.0,82263.0,82585.0,69614.0,81219.0,96887.0,80851.0,68870.0,88667.0,87970.0,84817.0,85762.0,89798.0,89179.0,88245.0,91743.0,88489.0,86682.0,90145.0,100159.0,97893.0,99111.0,73709.0,84147.0,94537.0,102483.0,87678.0,102272.0,103154.0,91346.0,97051.0,105218.0,109591.0,105575.0,93977.0,92161.0,96144.0,71387.0,92220.0
Bhutan,41037.0,42700.0,44280.0,45421.0,46594.0,47586.0,48831.0,49989.0,51264.0,52406.0,53663.0,54840.0,55988.0,57294.0,58646.0,60026.0,61346.0,63038.0,64506.0,68209.0,72411.0,73413.0,75324.0,81837.0,78210.0,78886.0,86396.0,74980.0,76359.0,80656.0,82088.0,81139.0,83605.0,87499.0,91855.0,94239.0,95712.0,95825.0,106776.0,88505.0,90768.0,90441.0,100679.0,111877.0,145272.0,150117.0,146919.0
Suriname,31340.0,35689.0,35783.0,37926.0,44524.0,47025.0,53723.0,54875.0,54075.0,59040.0,57770.0,54249.0,62853.0,62303.0,66922.0,65797.0,70611.0,76363.0,81567.0,87208.0,94524.0,98160.0,91078.0,100930.0,103814.0,100670.0,97136.0,97971.0,99696.0,89642.0,99152.0,103926.0,94504.0,90241.0,95080.0,86209.0,85402.0,74414.0,75496.0,69833.0,76742.0,64914.0,71022.0,71841.0,72393.0,78152.0,79041.0
Iceland,67363.0,70227.0,68897.0,68510.0,72481.0,69784.0,72896.0,69392.0,68157.0,66520.0,66846.0,70735.0,74021.0,77025.0,77739.0,76183.0,77503.0,82070.0,82144.0,76114.0,76120.0,75970.0,75082.0,76281.0,77960.0,80647.0,77037.0,69081.0,65032.0,65858.0,67604.0,66696.0,63095.0,64911.0,64409.0,63495.0,64333.0,66280.0,68971.0,71641.0,71815.0,73265.0,73959.0,74602.0,74189.0,76251.0,78641.0
Martinique,69168.0,70246.0,69968.0,58525.0,74388.0,78124.0,72741.0,72258.0,71250.0,59813.0,63378.0,70884.0,64628.0,69836.0,65615.0,69715.0,75174.0,76593.0,57793.0,44228.0,57455.0,62604.0,63184.0,68804.0,67454.0,71107.0,63062.0,63660.0,66159.0,67503.0,64243.0,67151.0,63499.0,57022.0,62350.0,74097.0,77811.0,73522.0,78365.0,78853.0,73245.0,78412.0,75189.0,75567.0,76844.0,76516.0,76630.0
Kuwait,12130.0,12375.0,13873.0,12048.0,14953.0,15890.0,13858.0,13808.0,19647.0,22055.0,23283.0,23540.0,24364.0,26708.0,25797.0,29331.0,32239.0,35508.0,46266.0,52091.0,46452.0,40796.0,54368.0,66017.0,81958.0,91774.0,99192.0,101739.0,100555.0,75718.0,8921.0,27427.0,50793.0,68790.0,78586.0,89781.0,96550.0,108267.0,116287.0,119395.0,137517.0,126261.0,141327.0,144408.0,150276.0,152919.0,153849.0
Guadeloupe,77672.0,77636.0,75961.0,77647.0,75954.0,80299.0,73296.0,69023.0,77858.0,76824.0,79381.0,67811.0,73122.0,71379.0,66882.0,66779.0,61101.0,67409.0,60790.0,54567.0,56685.0,63982.0,58702.0,59682.0,58204.0,63192.0,62921.0,67671.0,57875.0,44919.0,54302.0,55486.0,59376.0,51655.0,41264.0,45877.0,56114.0,48568.0,59161.0,58082.0,58023.0,56803.0,56690.0,55791.0,51936.0,47166.0,46620.0
Belize,17661.0,15120.0,16490.0,19877.0,21101.0,24097.0,26284.0,29346.0,27506.0,29302.0,32115.0,33575.0,36027.0,38721.0,35655.0,34518.0,40513.0,45403.0,41635.0,48972.0,49231.0,52220.0,48835.0,50085.0,49448.0,51559.0,58641.0,55799.0,56191.0,65468.0,63716.0,78179.0,87714.0,77193.0,86504.0,96270.0,100395.0,96514.0,104591.0,117359.0,120470.0,111564.0,113547.0,129611.0,129671.0,127401.0,126791.0
Timor-Leste,32059.0,32363.0,32807.0,32310.0,33431.0,34980.0,38929.0,35929.0,39585.0,40560.0,41589.0,43217.0,45714.0,45350.0,44070.0,43961.0,45933.0,45335.0,44798.0,45012.0,45089.0,45365.0,46405.0,49723.0,49836.0,50013.0,50559.0,50045.0,51078.0,56341.0,65243.0,64947.0,71178.0,70275.0,70433.0,67198.0,67590.0,60768.0,59850.0,64856.0,65952.0,70945.0,70222.0,73930.0,76553.0,75386.0,68672.0
Malta,28688.0,27868.0,29600.0,29595.0,30948.0,28809.0,30734.0,34438.0,37525.0,35486.0,38155.0,39246.0,40377.0,40108.0,40925.0,43522.0,46326.0,44012.0,42800.0,42351.0,40772.0,40657.0,44165.0,44115.0,46161.0,47395.0,48081.0,48986.0,50419.0,50125.0,51035.0,52587.0,53350.0,56388.0,57927.0,69734.0,66018.0,72244.0,71815.0,69677.0,68964.0,68595.0,67693.0,65611.0,63134.0,66179.0,64619.0
Solomon Islands,24807.0,25101.0,25990.0,26740.0,26952.0,26594.0,27189.0,25798.0,28488.0,31171.0,31998.0,31244.0,31958.0,32782.0,33962.0,35741.0,37261.0,39622.0,44794.0,45397.0,49771.0,49150.0,49290.0,56043.0,57896.0,56537.0,44690.0,46290.0,48316.0,48066.0,51073.0,54719.0,53825.0,54177.0,59752.0,61086.0,63521.0,65387.0,62239.0,63295.0,61321.0,61781.0,63237.0,68805.0,73398.0,72658.0,73000.0
Eritrea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107251.0,144316.0,132335.0,125862.0,124845.0,182661.0,164531.0,138835.0,143621.0,116056.0,131620.0,130527.0,154559.0,155580.0,152777.0
Vanuatu,29225.0,29228.0,32384.0,33719.0,28990.0,32630.0,37276.0,33649.0,35416.0,33527.0,36318.0,27969.0,31266.0,38870.0,35425.0,40861.0,44360.0,46761.0,46270.0,40568.0,48264.0,42809.0,46362.0,51479.0,47478.0,49380.0,50144.0,46176.0,41098.0,53478.0,45957.0,44789.0,46250.0,46563.0,48017.0,48222.0,56483.0,58296.0,48924.0,46523.0,47053.0,42755.0,44733.0,51594.0,51089.0,51101.0,51972.0
Barbados,38949.0,40519.0,45866.0,41584.0,46247.0,42526.0,48710.0,39964.0,38138.0,43314.0,39777.0,36647.0,36144.0,34676.0,33265.0,35172.0,39252.0,38531.0,42067.0,46506.0,41776.0,39472.0,36314.0,37918.0,36264.0,40088.0,37740.0,38098.0,38605.0,39389.0,38713.0,34482.0,32328.0,33280.0,35311.0,40121.0,37801.0,35443.0,36763.0,36111.0,32816.0,32493.0,32712.0,35670.0,38004.0,38219.0,40306.0
Samoa,26742.0,28757.0,30043.0,31694.0,27575.0,26449.0,24153.0,27768.0,30492.0,27145.0,32389.0,30637.0,29679.0,31699.0,31012.0,30540.0,32519.0,30126.0,34944.0,36284.0,34445.0,39576.0,36362.0,34757.0,36890.0,37315.0,35814.0,34591.0,33333.0,30108.0,25638.0,21968.0,25234.0,25086.0,27457.0,29870.0,31026.0,30888.0,29539.0,30572.0,31023.0,31624.0,31795.0,31891.0,32321.0,32503.0,32379.0
Comoros,18693.0,18812.0,19815.0,20422.0,20842.0,21790.0,21807.0,22244.0,22950.0,22850.0,23244.0,23117.0,24453.0,25206.0,24780.0,25323.0,25795.0,26418.0,26377.0,26837.0,24883.0,26202.0,27115.0,25829.0,26678.0,27703.0,29707.0,30441.0,30971.0,33064.0,33963.0,34532.0,35911.0,36666.0,36821.0,38011.0,37643.0,39325.0,40194.0,41166.0,42001.0,41718.0,42925.0,43048.0,40768.0,42080.0,43533.0
Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211633.0,170659.0,196913.0,184969.0,183915.0,174430.0,111923.0,111485.0
Equatorial Guinea,34500.0,39709.0,39987.0,43166.0,42229.0,44301.0,42655.0,45234.0,37529.0,42999.0,32742.0,22835.0,23748.0,24184.0,20608.0,17606.0,17193.0,17726.0,18229.0,19978.0,22209.0,20417.0,20725.0,21747.0,21459.0,21942.0,23742.0,23724.0,22493.0,30302.0,29823.0,28615.0,27779.0,27751.0,28313.0,29240.0,29427.0,28781.0,29477.0,30393.0,29779.0,28248.0,28565.0,28192.0,28192.0,28601.0,28601.0
Saint Lucia,23108.0,24780.0,25063.0,26148.0,29924.0,29707.0,29594.0,29429.0,29017.0,24537.0,24499.0,24815.0,23599.0,25463.0,22408.0,24148.0,23306.0,25965.0,25419.0,23095.0,22901.0,23690.0,25382.0,27605.0,30347.0,35757.0,31824.0,39294.0,36180.0,38968.0,33844.0,38265.0,38608.0,32204.0,36141.0,34227.0,31022.0,26722.0,21630.0,18977.0,16688.0,19415.0,16872.0,17332.0,15329.0,16208.0,17386.0
Djibouti,5070.0,5199.0,5362.0,5483.0,5601.0,6098.0,6385.0,6887.0,7437.0,7738.0,8113.0,8582.0,8655.0,9299.0,9472.0,10779.0,10602.0,11209.0,14860.0,19406.0,19174.0,19450.0,22492.0,24700.0,28942.0,31343.0,32217.0,33536.0,40720.0,39492.0,29476.0,31013.0,29160.0,31114.0,31991.0,30344.0,31763.0,32446.0,32635.0,35710.0,36455.0,40857.0,40091.0,39755.0,40365.0,53934.0,53737.0
Tonga,25489.0,23174.0,24715.0,24299.0,24810.0,27453.0,28362.0,26344.0,27088.0,24296.0,25157.0,27488.0,25855.0,27840.0,29777.0,29481.0,28184.0,24788.0,24726.0,26889.0,26165.0,20820.0,20846.0,21185.0,20792.0,22670.0,20190.0,18774.0,18902.0,18720.0,19077.0,18445.0,24185.0,20198.0,17827.0,18209.0,18385.0,17747.0,18322.0,18734.0,18488.0,19085.0,19012.0,18992.0,19010.0,19343.0,19371.0
Dominica,12810.0,12329.0,12370.0,14470.0,16228.0,15802.0,15691.0,16904.0,17635.0,15513.0,14971.0,14939.0,14156.0,15324.0,16136.0,18415.0,18635.0,20312.0,15579.0,13892.0,17085.0,18009.0,17984.0,18597.0,19826.0,23595.0,25829.0,29275.0,26258.0,25361.0,24682.0,24174.0,24774.0,21909.0,19983.0,23593.0,23398.0,21893.0,21624.0,21641.0,20072.0,19940.0,18549.0,18800.0,18505.0,20852.0,21326.0
French Polynesia,19662.0,22214.0,21388.0,20679.0,18833.0,18769.0,17507.0,16957.0,21780.0,20861.0,19507.0,17976.0,15194.0,14234.0,20234.0,18722.0,16501.0,15541.0,16580.0,19925.0,17738.0,19367.0,14232.0,13025.0,16895.0,16954.0,17115.0,15704.0,15992.0,17452.0,15982.0,15713.0,15743.0,15762.0,16807.0,16392.0,16119.0,13445.0,14837.0,16059.0,16001.0,17100.0,17040.0,16822.0,18440.0,17399.0,17364.0
Cape Verde,10914.0,11511.0,11891.0,12522.0,13463.0,13869.0,13914.0,11162.0,10900.0,9549.0,8766.0,8380.0,8320.0,8245.0,8525.0,9282.0,9364.0,10234.0,11274.0,13288.0,11137.0,11768.0,10312.0,11715.0,12396.0,15691.0,21302.0,21907.0,22350.0,21409.0,17877.0,21424.0,23171.0,20151.0,23505.0,22638.0,22903.0,25094.0,29957.0,27674.0,28219.0,26778.0,27546.0,28455.0,29126.0,31063.0,33501.0
New Caledonia,16888.0,16967.0,17361.0,18295.0,18558.0,18178.0,17025.0,17694.0,16996.0,16058.0,17258.0,18124.0,17808.0,14726.0,15758.0,14299.0,14915.0,14737.0,15076.0,16398.0,15140.0,15219.0,15997.0,15788.0,17545.0,16801.0,15410.0,15063.0,15080.0,15954.0,16183.0,17021.0,17746.0,18500.0,17934.0,19141.0,19087.0,19314.0,19552.0,19325.0,19048.0,18941.0,19058.0,19888.0,19065.0,18548.0,19393.0
Qatar,3475.0,4026.0,4401.0,4757.0,5118.0,5547.0,6030.0,6669.0,7187.0,7289.0,8001.0,8243.0,3597.0,3760.0,3629.0,3538.0,8107.0,8926.0,10226.0,9247.0,10525.0,10953.0,11449.0,12651.0,13412.0,14742.0,15453.0,16763.0,20816.0,22539.0,26660.0,29541.0,29259.0,30069.0,34131.0,33790.0,34255.0,32282.0,34835.0,37406.0,30465.0,36663.0,30813.0,32543.0,21589.0,23406.0,27333.0
Bahrain,7649.0,7705.0,7792.0,7772.0,8092.0,7845.0,7997.0,7808.0,8146.0,8354.0,8224.0,8670.0,9010.0,9702.0,14683.0,18165.0,22083.0,22987.0,24272.0,26362.0,14028.0,15540.0,14322.0,16260.0,18761.0,16966.0,19699.0,17257.0,18313.0,14832.0,15710.0,17646.0,17303.0,18229.0,18928.0,18478.0,18201.0,18080.0,17893.0,19007.0,22857.0,25908.0,23306.0,21918.0,23523.0,22361.0,21960.0
Saint Vincent and Grenadines,13593.0,13985.0,13442.0,14095.0,13185.0,13178.0,12160.0,12413.0,12554.0,12125.0,13025.0,12433.0,12858.0,11996.0,12438.0,13274.0,12970.0,15155.0,15153.0,14307.0,15005.0,15192.0,15998.0,19456.0,22502.0,22109.0,18041.0,24294.0,21437.0,22690.0,20459.0,23072.0,20417.0,14333.0,17432.0,16639.0,14497.0,15151.0,14572.0,15024.0,15473.0,16009.0,16439.0,15928.0,16663.0,16864.0,17262.0
Grenada,11834.0,12680.0,13371.0,12910.0,15350.0,15431.0,16400.0,16967.0,17126.0,16777.0,15478.0,14680.0,14245.0,13834.0,13826.0,15466.0,15193.0,15594.0,16255.0,15043.0,16298.0,14509.0,13721.0,15031.0,13716.0,14317.0,15620.0,13792.0,13651.0,14054.0,13548.0,13476.0,14163.0,14561.0,13749.0,13396.0,13223.0,12642.0,13140.0,13127.0,12166.0,13776.0,12491.0,12968.0,9457.0,11873.0,12481.0
Bahamas,7088.0,7348.0,7743.0,8093.0,8574.0,9285.0,9684.0,9760.0,9148.0,9420.0,9263.0,10028.0,13461.0,14224.0,14079.0,15982.0,13386.0,12230.0,11517.0,11466.0,13660.0,12835.0,12370.0,13005.0,13009.0,12483.0,13413.0,13642.0,14515.0,14476.0,12972.0,13088.0,13131.0,12700.0,16623.0,19230.0,17961.0,22515.0,23091.0,17288.0,17985.0,17813.0,19544.0,20427.0,20724.0,19339.0,19539.0
Sao Tome and Principe,14715.0,15493.0,13265.0,15915.0,14921.0,15449.0,15501.0,14903.0,13898.0,13898.0,15010.0,14620.0,15328.0,14536.0,12001.0,11466.0,11356.0,11718.0,12894.0,10478.0,11107.0,10724.0,10718.0,9363.0,9876.0,10304.0,9982.0,10557.0,9491.0,8813.0,9172.0,11527.0,11798.0,12445.0,11682.0,12968.0,14530.0,15010.0,15564.0,15982.0,16405.0,16671.0,17389.0,16887.0,17713.0,17850.0,18320.0
Kiribati,8037.0,7436.0,6766.0,7276.0,9473.0,9185.0,10453.0,7776.0,7927.0,8347.0,9551.0,7262.0,9462.0,11472.0,7037.0,9167.0,9286.0,10761.0,9875.0,9027.0,11325.0,10535.0,8765.0,12681.0,12780.0,13705.0,14617.0,15624.0,10998.0,9041.0,10932.0,11164.0,11164.0,11278.0,11278.0,13130.0,13130.0,13732.0,13906.0,13077.0,13283.0,13497.0,13560.0,16716.0,16757.0,16550.0,16961.0
Brunei Darussalam,4876.0,5712.0,5162.0,4708.0,4140.0,4386.0,4727.0,4924.0,5584.0,5826.0,5726.0,5178.0,6088.0,7836.0,7502.0,7244.0,6932.0,6526.0,7015.0,8093.0,8557.0,9245.0,9719.0,9693.0,12146.0,10463.0,7973.0,7066.0,7846.0,6841.0,7705.0,10299.0,10499.0,11243.0,11646.0,10280.0,12961.0,15007.0,18609.0,21324.0,24498.0,22990.0,22916.0,26794.0,22398.0,26936.0,29680.0
Pacific Is,10744.0,10970.0,11459.0,11393.0,11134.0,11414.0,10798.0,9515.0,11921.0,15307.0,15622.0,15800.0,13479.0,13587.0,16287.0,14356.0,18999.0,23278.0,23640.0,21294.0,19489.0,16402.0,17087.0,18024.0,19927.0,20005.0,20030.0,16461.0,16427.0,16462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
French Guiana,3249.0,3648.0,3234.0,2634.0,2753.0,2667.0,2598.0,2688.0,2449.0,2797.0,3593.0,3579.0,3032.0,3050.0,3161.0,2748.0,3203.0,3919.0,4121.0,4036.0,4171.0,4759.0,6438.0,6990.0,8112.0,9192.0,8932.0,10198.0,12060.0,13362.0,15274.0,13627.0,15795.0,17745.0,18106.0,19870.0,18901.0,18248.0,17261.0,16934.0,19072.0,17155.0,17259.0,17629.0,16095.0,15517.0,14191.0
Maldives,4108.0,4275.0,4442.0,4605.0,4736.0,5203.0,5337.0,5439.0,5505.0,5766.0,6000.0,5807.0,6112.0,6179.0,6951.0,6594.0,7056.0,6823.0,6636.0,7290.0,7398.0,7712.0,8231.0,8440.0,8608.0,8722.0,8496.0,8628.0,8256.0,8770.0,8762.0,9058.0,9640.0,10255.0,10355.0,10533.0,11204.0,11411.0,11524.0,11830.0,10814.0,10622.0,11766.0,12946.0,8906.0,12482.0,5806.0
Saint Kitts and Nevis,10359.0,9834.0,9001.0,9567.0,8846.0,9056.0,8488.0,8290.0,6660.0,8423.0,7312.0,6738.0,6056.0,6209.0,6251.0,8544.0,9134.0,9359.0,9806.0,9212.0,8972.0,9143.0,7634.0,7974.0,7345.0,7212.0,7184.0,7394.0,6899.0,5182.0,5835.0,7501.0,6201.0,5506.0,5518.0,6021.0,8187.0,6812.0,5784.0,5632.0,5626.0,5524.0,5607.0,7048.0,3634.0,3262.0,3488.0
Falkland Islands,5794.0,6177.0,6024.0,5948.0,6028.0,5877.0,5802.0,5877.0,5877.0,5957.0,5956.0,5882.0,5558.0,5577.0,6200.0,6622.0,5939.0,6122.0,6221.0,6810.0,6516.0,6389.0,6597.0,6551.0,6519.0,6669.0,6303.0,6386.0,6871.0,7141.0,7073.0,7475.0,6979.0,7340.0,7011.0,5791.0,6410.0,6291.0,6173.0,6232.0,6143.0,7597.0,6149.0,6149.0,6149.0,6165.0,6403.0
Seychelles,5629.0,6017.0,5582.0,6672.0,6078.0,7064.0,8786.0,9659.0,6316.0,6005.0,5531.0,6962.0,6390.0,6173.0,5583.0,5623.0,5103.0,4705.0,5170.0,5543.0,5461.0,5432.0,6216.0,4981.0,5968.0,6472.0,4901.0,4387.0,4885.0,4751.0,5064.0,4452.0,4658.0,5623.0,6578.0,6312.0,6917.0,6273.0,6207.0,6176.0,6108.0,6054.0,6279.0,5914.0,5888.0,5949.0,6033.0
Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136801.0,127226.0
Guam,2185.0,2323.0,2452.0,2244.0,2589.0,2743.0,3072.0,3355.0,3633.0,3856.0,3848.0,4125.0,4361.0,4566.0,4991.0,4154.0,4711.0,5476.0,5465.0,4958.0,5435.0,5181.0,5110.0,5231.0,5276.0,5566.0,5720.0,6096.0,5146.0,5167.0,5655.0,5762.0,5885.0,5887.0,5887.0,6825.0,6826.0,6826.0,6827.0,6827.0,6839.0,7097.0,7084.0,7308.0,7308.0,7402.0,7439.0
Antigua and Barbuda,6124.0,6084.0,7569.0,7789.0,5154.0,4155.0,3418.0,2646.0,3397.0,3529.0,5897.0,3160.0,3022.0,2801.0,2742.0,2829.0,2995.0,3656.0,4037.0,4591.0,4593.0,4457.0,4386.0,4224.0,5097.0,5127.0,5230.0,5365.0,4661.0,4954.0,5149.0,5266.0,5283.0,5298.0,5072.0,4956.0,5004.0,4978.0,4989.0,5035.0,5212.0,5332.0,5439.0,5535.0,5255.0,5354.0,5470.0
Cook Islands,4821.0,4717.0,5044.0,5141.0,5493.0,5909.0,5466.0,5833.0,6097.0,6104.0,6058.0,5761.0,7192.0,6830.0,6217.0,6414.0,5999.0,5743.0,5843.0,5656.0,6077.0,5617.0,4911.0,5047.0,4963.0,4548.0,4012.0,4262.0,3857.0,3637.0,3460.0,3209.0,3194.0,2716.0,2706.0,2838.0,3183.0,3600.0,3297.0,3286.0,3044.0,2568.0,1950.0,1663.0,1660.0,1665.0,2050.0
Western Sahara,1511.0,886.0,870.0,884.0,742.0,1305.0,1643.0,2238.0,2818.0,3107.0,3202.0,3394.0,3190.0,3228.0,3381.0,3550.0,3670.0,3820.0,3910.0,3924.0,4026.0,4028.0,4130.0,4209.0,4313.0,4394.0,4471.0,4569.0,4639.0,4719.0,4798.0,4830.0,4896.0,4948.0,5014.0,5069.0,5137.0,5192.0,5264.0,5269.0,5290.0,5290.0,5323.0,5313.0,5313.0,5154.0,5164.0
Liechtenstein,1507.0,1594.0,1535.0,1481.0,1557.0,1568.0,1667.0,1697.0,1657.0,1684.0,1548.0,1556.0,1523.0,1585.0,1713.0,1821.0,1937.0,2000.0,2242.0,2433.0,2491.0,2677.0,2868.0,3206.0,3435.0,3621.0,3605.0,3495.0,3610.0,3559.0,3556.0,3487.0,3260.0,3260.0,3260.0,3260.0,3260.0,3260.0,3260.0,3260.0,3260.0,3260.0,3260.0,3260.0,3260.0,3284.0,3151.0
US Virgin Islands,3821.0,4143.0,4008.0,5766.0,4600.0,1370.0,1965.0,2514.0,2752.0,2569.0,2376.0,2158.0,2322.0,2202.0,2275.0,2306.0,2407.0,2513.0,2501.0,2536.0,2564.0,2618.0,2625.0,2623.0,2495.0,2535.0,1626.0,1961.0,1970.0,1768.0,1918.0,1959.0,1961.0,1961.0,1961.0,1961.0,1961.0,1961.0,1961.0,1961.0,1961.0,1948.0,1948.0,1948.0,1948.0,1948.0,1981.0
Wallis and Futuna Islands,1870.0,1876.0,1880.0,1889.0,1898.0,1906.0,2024.0,2029.0,2052.0,2065.0,2086.0,2094.0,2106.0,2119.0,2137.0,2152.0,2157.0,2469.0,2476.0,2460.0,2458.0,2482.0,2424.0,2413.0,2369.0,2372.0,2413.0,2453.0,2471.0,2466.0,2460.0,2468.0,2503.0,2504.0,2504.0,2504.0,2504.0,2504.0,2504.0,2504.0,2504.0,2504.0,2504.0,2503.0,2501.0,2550.0,2606.0
"Micronesia, Federated States of",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7522.0,7522.0,7522.0,7522.0,7522.0,7522.0,7522.0,7522.0,7522.0,7522.0,7522.0,7519.0,7761.0
Montserrat,1253.0,1320.0,1309.0,1319.0,1358.0,1305.0,1453.0,1530.0,1365.0,1455.0,1545.0,1499.0,1493.0,1610.0,1662.0,1678.0,1673.0,1694.0,1727.0,1813.0,1964.0,2115.0,2067.0,2093.0,2139.0,2157.0,2209.0,2270.0,2317.0,2363.0,2425.0,2495.0,2544.0,2600.0,2603.0,2603.0,2603.0,2603.0,2631.0,2631.0,2630.0,2631.0,2631.0,2630.0,2628.0,2623.0,2660.0
Bermuda,2086.0,2127.0,2318.0,2496.0,2409.0,2594.0,2566.0,2373.0,2024.0,2237.0,1996.0,1598.0,1455.0,1363.0,1379.0,1391.0,1323.0,1354.0,1432.0,1495.0,1537.0,1588.0,1618.0,1555.0,1579.0,1531.0,1604.0,1675.0,1818.0,1890.0,1832.0,1804.0,1731.0,1641.0,1610.0,1499.0,1547.0,1589.0,1617.0,1632.0,1705.0,1628.0,1629.0,1561.0,1535.0,1539.0,1590.0
American Samoa,1750.0,1785.0,2000.0,2005.0,2057.0,2104.0,1941.0,1875.0,1921.0,1850.0,1702.0,1675.0,1653.0,1614.0,1591.0,1532.0,1507.0,1451.0,1286.0,1382.0,1385.0,1400.0,1378.0,1336.0,1308.0,1335.0,1282.0,1288.0,1292.0,1354.0,1313.0,1272.0,1289.0,1300.0,1309.0,1309.0,1321.0,2221.0,1781.0,1872.0,2054.0,2126.0,2469.0,2365.0,2365.0,2403.0,2415.0
Netherlands Antilles,1262.0,1364.0,1359.0,1426.0,1349.0,1318.0,1283.0,1590.0,1400.0,1413.0,1406.0,1531.0,1714.0,1880.0,1566.0,1515.0,1699.0,1724.0,1799.0,1872.0,1798.0,1755.0,1792.0,1860.0,1338.0,1337.0,1070.0,1047.0,1065.0,1051.0,1124.0,1178.0,1381.0,1406.0,1539.0,1247.0,1213.0,1236.0,1167.0,1186.0,1204.0,1229.0,1219.0,1225.0,1230.0,1244.0,1286.0
Faroe Islands,251.0,239.0,269.0,221.0,207.0,1359.0,1307.0,1313.0,1245.0,1183.0,1252.0,1287.0,1266.0,1307.0,1302.0,1352.0,1332.0,1005.0,1280.0,1292.0,1292.0,1292.0,1232.0,1305.0,1318.0,1328.0,1353.0,1358.0,1359.0,1367.0,1384.0,1395.0,1407.0,1406.0,1407.0,1399.0,1407.0,1407.0,1405.0,1407.0,1407.0,1407.0,1407.0,1407.0,1407.0,1407.0,1395.0
Niue,498.0,571.0,719.0,856.0,760.0,724.0,713.0,746.0,716.0,897.0,910.0,825.0,903.0,1049.0,967.0,864.0,969.0,965.0,1027.0,1025.0,1071.0,1008.0,1049.0,976.0,972.0,979.0,986.0,1008.0,1006.0,615.0,724.0,759.0,782.0,784.0,784.0,830.0,830.0,830.0,830.0,830.0,839.0,836.0,836.0,836.0,842.0,842.0,881.0
Marshall Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2080.0,2894.0,2261.0,2396.0,3798.0,3210.0,2984.0,2125.0,1673.0,419.0,369.0,1287.0,2980.0,1844.0,1844.0,1890.0,2487.0
Greenland,430.0,513.0,458.0,665.0,548.0,765.0,721.0,315.0,532.0,517.0,621.0,296.0,415.0,285.0,351.0,112.0,340.0,430.0,618.0,686.0,800.0,888.0,745.0,785.0,755.0,757.0,767.0,767.0,777.0,777.0,777.0,826.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,827.0,827.0,825.0,825.0,825.0,825.0
British Virgin Islands,717.0,708.0,598.0,403.0,409.0,543.0,414.0,457.0,371.0,359.0,386.0,391.0,399.0,422.0,427.0,448.0,456.0,452.0,456.0,470.0,477.0,489.0,489.0,509.0,522.0,537.0,537.0,552.0,526.0,486.0,528.0,548.0,565.0,565.0,535.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,566.0,566.0,567.0,570.0,570.0
